"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
79,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,158,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895821409184,4069895821419107,4069895823954016,4069895823993814,2534909
80,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,162,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895824012911,4069895824022497,4069895826553726,4069895826572323,2531229
81,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,162,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895826618051,4069895826625887,4069895829155996,4069895829190588,2530109
82,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,166,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895829213092,4069895829223517,4069895831759066,4069895831798905,2535549
83,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,166,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895831814425,4069895831823547,4069895834353656,4069895834393755,2530109
84,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,170,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895834408394,4069895834415417,4069895836953686,4069895836988024,2538269
85,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,170,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895837012772,4069895837022647,4069895839556596,4069895839637030,2533949
86,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,174,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895839669323,4069895839679478,4069895842215347,4069895842259714,2535869
87,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,174,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895842271818,4069895842280308,4069895844812977,4069895844848964,2532669
88,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,178,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895844872269,4069895844880818,4069895847412527,4069895847450687,2531709
89,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,178,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895847465737,4069895847472207,4069895850008717,4069895850048714,2536510
90,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,182,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895850067440,4069895850077197,4069895852612747,4069895852651560,2535550
91,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,182,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895852668452,4069895852676907,4069895855215497,4069895855253364,2538590
92,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,186,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895855270477,4069895855277257,4069895857815847,4069895857857692,2538590
93,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,186,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895857872551,4069895857880807,4069895860420197,4069895860458614,2539390
94,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,190,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895860471259,4069895860478277,4069895863013347,4069895863051481,2535070
95,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,190,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895863067001,4069895863073507,4069895865601856,4069895865638256,2528349
96,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,194,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895865660589,4069895865670177,4069895868207006,4069895868249398,2536829
97,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,194,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895868260640,4069895868267967,4069895870803676,4069895870844068,2535709
98,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,198,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895870858476,4069895870866397,4069895873407546,4069895873443628,2541149
99,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,198,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895873462715,4069895873471227,4069895876009016,4069895876051403,2537789
100,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,202,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895876061443,4069895876068217,4069895878608246,4069895878648017,2540029
101,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,202,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895878667936,4069895878674807,4069895881209876,4069895881246104,2535069
102,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,206,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895881265080,4069895881275061,4069895883814130,4069895883834371,2539069
103,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,206,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895883877916,4069895883886130,4069895886416719,4069895886434662,2530589
104,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,210,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895886479960,4069895886487600,4069895889025550,4069895889061464,2537950
105,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,210,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895889084068,4069895889093711,4069895891624140,4069895891663849,2530429
106,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,214,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895891678508,4069895891685261,4069895894221610,4069895894261515,2536349
107,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,214,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895894280021,4069895894289611,4069895896829000,4069895896866956,2539389
108,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,218,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895896886754,4069895896896521,4069895899435911,4069895899476605,2539390
109,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,218,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895899485472,4069895899492231,4069895902026981,4069895902068319,2534750
110,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,222,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895902083368,4069895902092102,4069895904623331,4069895904664893,2531229
111,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,222,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895904680082,4069895904688612,4069895907226241,4069895907264523,2537629
112,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,226,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895907280303,4069895907289122,4069895909826911,4069895909866737,2537789
113,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,226,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895909881897,4069895909888832,4069895912427902,4069895912468361,2539070
114,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,230,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895912483470,4069895912491582,4069895915028732,4069895915068742,2537150
115,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,230,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895915080445,4069895915089212,4069895917667642,4069895917702939,2578430
116,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,234,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895917724131,4069895917732123,4069895920267833,4069895920307879,2535710
117,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,234,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895920320043,4069895920326873,4069895922862743,4069895922902038,2535870
118,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,238,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895922917338,4069895922924983,4069895925465333,4069895925501007,2540350
119,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,238,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895925522078,4069895925529814,4069895928058643,4069895928100566,2528829
120,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,242,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895928116357,4069895928126644,4069895930656913,4069895930697410,2530269
121,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,242,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895930708923,4069895930715634,4069895933250543,4069895933286479,2534909
122,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,246,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895933308031,4069895933315824,4069895935845293,4069895935885528,2529469
123,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,246,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895935899505,4069895935906414,4069895938441164,4069895938481741,2534750
124,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,250,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895938496770,4069895938505644,4069895941042474,4069895941060219,2536830
125,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,250,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895941106680,4069895941117195,4069895943654184,4069895943671451,2536989
126,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,254,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895943719354,4069895943727145,4069895946267174,4069895946308544,2540029
127,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,254,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895946317541,4069895946325782,4069895948858451,4069895948898294,2532669
128,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,258,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895948921159,4069895948931251,4069895951466960,4069895951557079,2535709
129,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,258,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895951544093,4069895951555921,4069895954086991,4069895954127351,2531070
130,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,262,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895954145607,4069895954155792,4069895956692461,4069895956733974,2536669
131,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,262,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895956747962,4069895956754862,4069895959297291,4069895959336920,2542429
132,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,266,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895959349285,4069895959356012,4069895961890281,4069895961926340,2534269
133,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,266,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895961944786,4069895961954282,4069895964491271,4069895964532443,2536989
134,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,270,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895964545097,4069895964551912,4069895967090821,4069895967130179,2538909
135,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,270,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895967144257,4069895967151782,4069895969688931,4069895969725581,2537149
136,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,274,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895969744217,4069895969750692,4069895972286401,4069895972328286,2535709
137,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,274,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895972342925,4069895972351682,4069895974889311,4069895974927094,2537629
138,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,278,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895974941572,4069895974948032,4069895977489502,4069895977525311,2541470
139,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,278,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895977546472,4069895977554462,4069895980089212,4069895980131824,2534750
140,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,282,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895980139509,4069895980158652,4069895982696762,4069895982736153,2538110
141,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,282,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895982750922,4069895982758842,4069895985288472,4069895985324501,2529630
142,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,286,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895985341494,4069895985348312,4069895987882902,4069895987924481,2534590
143,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,286,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895987934300,4069895987941142,4069895990476532,4069895990516095,2535390
144,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,290,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895990532897,4069895990540693,4069895993080242,4069895993116686,2539549
145,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,290,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895993134651,4069895993143763,4069895995676272,4069895995718460,2532509
146,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,294,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069895995731185,4069895995738033,4069895998271342,4069895998288272,2533309
147,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,294,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069895998338359,4069895998346063,4069896000877132,4069896000918801,2531069
148,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,298,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896000925805,4069896000945453,4069896003483882,4069896003523320,2538429
149,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,298,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896003537859,4069896003544683,4069896006082792,4069896006122369,2538109
150,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,302,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896006143791,4069896006152393,4069896008686662,4069896008728130,2534269
151,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,302,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896008738450,4069896008745383,4069896011279332,4069896011319033,2533949
152,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,306,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896011333140,4069896011339928,4069896013878197,4069896013913412,2538269
153,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,306,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896013942800,4069896013950837,4069896016488626,4069896016529865,2537789
154,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,310,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896016544794,4069896016553267,4069896019090736,4069896019131249,2537469
155,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,310,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896019140977,4069896019158737,4069896021697006,4069896021736870,2538269
156,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,314,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896021752330,4069896021763087,4069896024302636,4069896024344485,2539549
157,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,314,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896024357039,4069896024364397,4069896026900586,4069896026939385,2536189
158,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,318,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896026953994,4069896026962667,4069896029503656,4069896029539366,2540989
159,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#2}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,3,318,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72340",4069896029561659,4069896029571657,4069896032103846,4069896032144085,2532189
160,"void __acpp_kernel<main::{lambda(hipsycl::sycl::handler&)#3}::operator()(hipsycl::sycl::handler&) const::{lambda(hipsycl::sycl::id<2>)#1}>() [clone .kd]",4,2,322,68285,68285,256000000,256,0,0,16,0,32,64,"0x0","0x14e2b0f72300",4069896032156219,4069896032162886,4069896034695876,4069896034736912,2532990
